Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id,ReturnPct
0,RELIANCE.NS,82,2025-04-11 13:20:00+05:30,1219.5718961669922,19.996000799830654,2025-04-11 14:50:00+05:30,1217.8782,19.96823109637581,-178.81274921732938,-0.0017884851176717283,Long,Closed,0,-0.17880399589329127
1,RELIANCE.NS,80,2025-04-15 09:20:00+05:30,1244.1244,19.9059904,2025-04-15 15:15:00+05:30,1239.476015588379,19.83161624941406,-411.60835957909484,-0.00413552253676456,Long,Closed,1,-0.413552253676456
2,RELIANCE.NS,80,2025-04-16 12:40:00+05:30,1236.62365,19.7859784,2025-04-17 09:25:00+05:30,1228.0,19.648,-729.3259783999926,-0.0073721497482276905,Long,Closed,2,-0.7372149748227691
3,RELIANCE.NS,80,2025-04-17 09:30:00+05:30,1229.8229211669923,19.732104161725147,2025-04-17 09:55:00+05:30,1231.276884411621,19.75543252363849,77.154272865216,0.0007820176929215837,Long,Closed,3,0.0784201037577055
4,RELIANCE.NS,79,2025-04-17 11:25:00+05:30,1246.9247288330077,19.74753193074139,2025-04-22 10:10:00+05:30,1295.470415588379,20.51634938791599,3803.8234045232452,0.03852454491895827,Long,Closed,4,3.861473129453339
5,RELIANCE.NS,76,2025-04-22 10:40:00+05:30,1301.4301788330079,19.781738718261717,2025-04-22 13:20:00+05:30,1295.9703655883789,19.69874955694336,-454.4262948670057,-0.004594401951609009,Long,Closed,5,-0.4594401951609009
6,RELIANCE.NS,76,2025-04-23 09:55:00+05:30,1303.530364416504,19.813661539130862,2025-04-23 10:40:00+05:30,1288.9000244140625,19.591280371093752,-1151.3107820957828,-0.011621383355338024,Long,Closed,6,-1.1621383355338024
7,RELIANCE.NS,77,2025-04-23 10:45:00+05:30,1287.62875,19.829482750000004,2025-04-23 11:35:00+05:30,1293.1707188232422,19.91482906987793,386.98728756975567,0.0039031506010388057,Long,Closed,7,0.39031506010388056
8,RELIANCE.NS,77,2025-04-23 12:40:00+05:30,1295.329471166992,19.94807385597168,2025-04-24 09:55:00+05:30,1293.0706311767578,19.913287720122074,-213.79204082412846,-0.002143485555224445,Long,Closed,8,-0.2143485555224445
9,RELIANCE.NS,77,2025-04-24 12:10:00+05:30,1298.229785583496,19.99273869798584,2025-04-25 09:50:00+05:30,1304.9000244140625,20.095460375976565,473.5201908796546,0.004736921719757776,Long,Closed,9,0.47369217197577757
10,RELIANCE.NS,76,2025-04-25 09:55:00+05:30,1298.9299288330078,19.74373491826172,2025-04-25 11:05:00+05:30,1296.9702655883789,19.71394803694336,-188.39208954700266,-0.0019083733683311537,Long,Closed,10,-0.19083733683311538
11,RELIANCE.NS,76,2025-04-25 13:40:00+05:30,1304.0304144165038,19.821262299130858,2025-04-29 15:05:00+05:30,1399.6600688232422,21.274833046113283,7226.757639566874,0.07291924732648092,Long,Closed,11,7.291924732648091
12,RELIANCE.NS,71,2025-04-30 11:15:00+05:30,1403.940428833008,19.935954089428712,2025-04-30 15:25:00+05:30,1394.0,19.794800000000002,-745.501201232986,-0.00747896185844747,Long,Closed,12,-0.747896185844747
13,RELIANCE.NS,70,2025-05-02 09:15:00+05:30,1417.5417644165038,19.845584701831054,2025-05-02 09:20:00+05:30,1412.8587,19.7800218,-367.44011565710343,-0.0037029910801590193,Long,Closed,13,-0.37029910801590193
14,RELIANCE.NS,70,2025-05-02 09:25:00+05:30,1419.3418711669922,19.870786196337892,2025-05-02 12:55:00+05:30,1417.8582000000001,19.850014800000004,-143.57778268578298,-0.0014451142623862947,Long,Closed,14,-0.14451142623862948
15,RELIANCE.NS,70,2025-05-02 14:10:00+05:30,1418.4418788330079,19.858186303662112,2025-05-05 13:10:00+05:30,1432.056731176758,20.048794236474613,913.1326835223746,0.009196536577501854,Long,Closed,15,0.9196536577501854
16,RELIANCE.NS,69,2025-05-05 13:25:00+05:30,1432.2431855834961,19.764955961052248,2025-05-05 13:45:00+05:30,1429.5569811767577,19.72788634023926,-224.84094636624093,-0.002275147456025709,Long,Closed,16,-0.2275147456025709
17,RELIANCE.NS,69,2025-05-05 13:50:00+05:30,1430.143,19.7359734,2025-05-05 14:15:00+05:30,1429.5569811767577,19.72788634023926,-79.89915854395278,-0.0008096804441776637,Long,Closed,17,-0.08096804441776638
18,RELIANCE.NS,70,2025-05-06 13:15:00+05:30,1418.241785583496,19.855384998168947,2025-05-07 10:05:00+05:30,1412.35875,19.773022500000003,-451.44089834288974,-0.0045472892959217,Long,Closed,18,-0.45472892959217
19,RELIANCE.NS,70,2025-05-07 12:30:00+05:30,1417.5417644165038,19.845584701831054,2025-05-07 13:50:00+05:30,1412.8587,19.7800218,-367.44011565710343,-0.0037029910801590193,Long,Closed,19,-0.37029910801590193
20,RELIANCE.NS,70,2025-05-08 11:10:00+05:30,1416.1416,19.8259824,2025-05-08 14:20:00+05:30,1413.7586344116212,19.792620881762698,-206.4261944682789,-0.002082380487418156,Long,Closed,20,-0.20823804874181562
21,RELIANCE.NS,70,2025-05-12 09:20:00+05:30,1423.1423,19.9239922,2025-05-13 10:00:00+05:30,1425.0999755859375,19.951399658203126,97.16189915742618,0.000975325609266462,Long,Closed,21,0.09753256092664621
22,RELIANCE.NS,69,2025-05-13 10:05:00+05:30,1430.743035583496,19.744253891052246,2025-05-13 10:40:00+05:30,1425.8574,19.67683212,-376.52994127227225,-0.0038140711049396417,Long,Closed,22,-0.38140711049396414
23,RELIANCE.NS,69,2025-05-14 09:55:00+05:30,1428.9429288330077,19.71941241789551,2025-05-14 12:25:00+05:30,1422.8577,19.63543626,-459.2356381554337,-0.004657701035135044,Long,Closed,23,-0.46577010351350445
24,RELIANCE.NS,70,2025-05-15 11:20:00+05:30,1421.4421788330078,19.90019050366211,2025-05-16 11:25:00+05:30,1451.954765588379,20.327366718237307,2095.653515654086,0.021061642754308666,Long,Closed,24,2.1061642754308667
25,RELIANCE.NS,68,2025-05-16 12:55:00+05:30,1455.1455,19.7899788,2025-05-19 09:35:00+05:30,1444.9000244140625,19.65064033203125,-736.1329589757814,-0.007439451718622168,Long,Closed,25,-0.7439451718622169
26,RELIANCE.NS,69,2025-05-20 11:50:00+05:30,1437.7437355834961,19.840863551052248,2025-05-20 12:40:00+05:30,1435.0564311767578,19.803778750239257,-225.06864636623712,-0.0022687384123893212,Long,Closed,26,-0.22687384123893212
27,RELIANCE.NS,69,2025-05-21 10:50:00+05:30,1434.1434,19.79117892,2025-05-21 12:30:00+05:30,1423.5575811767578,19.64509462023926,-769.8577723439521,-0.007779807109580232,Long,Closed,27,-0.7779807109580231
28,RELIANCE.NS,70,2025-05-21 15:15:00+05:30,1428.1428,19.9939992,2025-05-22 09:20:00+05:30,1414.4000244140625,19.801600341796878,-1001.789890557421,-0.010020905578083859,Long,Closed,28,-1.0020905578083859
29,RELIANCE.NS,70,2025-05-22 09:25:00+05:30,1415.2414855834961,19.813380798168946,2025-05-22 09:35:00+05:30,1412.5586811767578,19.77582153647461,-227.38551080633383,-0.002295272201373606,Long,Closed,29,-0.22952722013736057
30,RELIANCE.NS,70,2025-05-23 09:15:00+05:30,1412.1412,19.769976800000002,2025-05-23 14:30:00+05:30,1427.35725,19.983001500000004,1025.3705217000015,0.010373006828212378,Long,Closed,30,1.0373006828212379
31,RELIANCE.NS,69,2025-05-26 09:40:00+05:30,1438.243785583496,19.847764241052246,2025-05-26 13:50:00+05:30,1439.35605,19.86311349,37.03536700772841,0.0003731943463045181,Long,Closed,31,0.03731943463045181
32,RELIANCE.NS,69,2025-05-26 13:55:00+05:30,1439.1439,19.86018582,2025-05-26 14:25:00+05:30,1436.556281176758,19.824476680239258,-218.2303613039578,-0.00219766686255464,Long,Closed,32,-0.21976668625546403
33,RELIANCE.NS,69,2025-05-26 14:30:00+05:30,1438.1438,19.84638444,2025-05-26 14:40:00+05:30,1436.4563155883789,19.82309715511963,-156.10590599698486,-0.0015731420145460495,Long,Closed,33,-0.15731420145460495
34,RELIANCE.NS,70,2025-05-27 12:15:00+05:30,1428.4428788330079,19.99820030366211,2025-05-27 13:50:00+05:30,1419.4580155883789,19.872412218237304,-668.8110396459194,-0.006688712279008881,Long,Closed,34,-0.6688712279008882
35,RELIANCE.NS,70,2025-05-28 13:00:00+05:30,1418.1417999999999,19.8539852,2025-05-28 14:50:00+05:30,1413.9585655883789,19.795419918237304,-332.475813931712,-0.003349209849634743,Long,Closed,35,-0.3349209849634743
36,RELIANCE.NS,70,2025-05-29 14:05:00+05:30,1411.8411211669923,19.765775696337894,2025-05-30 10:45:00+05:30,1415.0,19.810000000000002,181.5457426141999,0.0018369705839355024,Long,Closed,36,0.18369705839355024
37,RELIANCE.NS,70,2025-05-30 10:50:00+05:30,1415.64155,19.818981700000002,2025-05-30 11:40:00+05:30,1413.458615588379,19.788420618237307,-192.41281113171863,-0.0019417022937330691,Long,Closed,37,-0.1941702293733069
38,RELIANCE.NS,70,2025-05-30 14:45:00+05:30,1414.741435583496,19.806380098168948,2025-05-30 14:55:00+05:30,1415.8584,19.822017600000002,38.55911145711031,0.0003893605117744359,Long,Closed,38,0.038936051177443594
39,RELIANCE.NS,70,2025-05-30 15:00:00+05:30,1417.7417355834962,19.84838429816895,2025-06-02 09:15:00+05:30,1401.5999755859375,19.622399658203125,-1169.3939837854791,-0.011783266246949461,Long,Closed,39,-1.1783266246949462
40,RELIANCE.NS,71,2025-06-02 09:20:00+05:30,1400.4400788330079,19.88624911942871,2025-06-02 09:25:00+05:30,1398.760134411621,19.862393908645018,-159.0246969465411,-0.0015993433049289844,Long,Closed,40,-0.15993433049289846
41,RELIANCE.NS,70,2025-06-02 12:30:00+05:30,1414.741435583496,19.806380098168948,2025-06-03 09:30:00+05:30,1412.35875,19.773022500000003,-206.36739344289015,-0.002083847653332356,Long,Closed,41,-0.20838476533323558
42,RELIANCE.NS,70,2025-06-03 09:45:00+05:30,1416.4416788330077,19.83018350366211,2025-06-03 09:50:00+05:30,1414.5584811767578,19.80381873647461,-171.4578381776322,-0.001729261235993792,Long,Closed,42,-0.1729261235993792
43,RELIANCE.NS,70,2025-06-03 09:55:00+05:30,1414.0414144165038,19.796579801831054,2025-06-03 13:30:00+05:30,1411.258884411621,19.757624381762696,-234.33130452539575,-0.0023673918108189744,Long,Closed,43,-0.23673918108189745
44,RELIANCE.NS,70,2025-06-04 11:00:00+05:30,1408.7408355834962,19.72237169816895,2025-06-05 14:35:00+05:30,1444.4555155883788,20.222377218237305,2460.082851425376,0.024947129980861005,Long,Closed,44,2.4947129980861007
45,RELIANCE.NS,68,2025-06-06 11:00:00+05:30,1451.3450711669923,19.738292967871097,2025-06-06 13:35:00+05:30,1443.35565,19.62963684,-582.6485691633494,-0.005903738181531225,Long,Closed,45,-0.5903738181531225
46,RELIANCE.NS,68,2025-06-09 09:45:00+05:30,1449.744935583496,19.71653112393555,2025-06-09 14:00:00+05:30,1446.8553,19.67723208,-235.88898288168045,-0.002392804103307149,Long,Closed,46,-0.2392804103307149
47,RELIANCE.NS,68,2025-06-10 10:00:00+05:30,1452.64525,19.755975400000004,2025-06-10 11:35:00+05:30,1446.2553844116212,19.66907322799805,-473.9359086377573,-0.0047978993599856095,Long,Closed,47,-0.47978993599856096
48,RELIANCE.NS,68,2025-06-11 09:35:00+05:30,1462.046214416504,19.883828516064455,2025-06-11 13:40:00+05:30,1455.954365588379,19.800979372001954,-453.9305282005605,-0.004565826222387937,Long,Closed,48,-0.45658262223879376
49,RELIANCE.NS,69,2025-06-12 12:50:00+05:30,1449.0449144165038,19.996819818947753,2025-06-12 12:55:00+05:30,1448.1552188232422,19.98454201976074,-101.37035777375752,-0.0010138647914175356,Long,Closed,49,-0.10138647914175357
50,RELIANCE.NS,69,2025-06-13 12:25:00+05:30,1433.9434288330078,19.78841931789551,2025-06-13 15:05:00+05:30,1428.957065588379,19.71960750511963,-383.5670907024098,-0.0038766824630154647,Long,Closed,50,-0.38766824630154645
51,RELIANCE.NS,69,2025-06-16 10:30:00+05:30,1435.1435,19.8049803,2025-06-17 09:30:00+05:30,1436.0563311767578,19.81757737023926,23.362793526061797,0.00023592847023495194,Long,Closed,51,0.023592847023495192
52,RELIANCE.NS,69,2025-06-17 13:20:00+05:30,1435.443578833008,19.80912138789551,2025-06-17 15:20:00+05:30,1430.456915588379,19.74030543511963,-383.6291907024035,-0.0038732580127135026,Long,Closed,52,-0.38732580127135025
53,RELIANCE.NS,69,2025-06-18 09:25:00+05:30,1437.043714416504,19.831203258947756,2025-06-18 11:40:00+05:30,1431.7568344116212,19.758244314880372,-404.3841679107394,-0.004078261541979637,Long,Closed,53,-0.4078261541979637
54,RELIANCE.NS,69,2025-06-18 15:20:00+05:30,1431.6431499999999,19.75667547,2025-06-19 14:25:00+05:30,1435.8564000000001,19.814818320000004,251.1427562100191,0.002542358471103834,Long,Closed,54,0.2542358471103834
55,RELIANCE.NS,69,2025-06-20 10:00:00+05:30,1441.64415,19.894689270000004,2025-06-20 13:50:00+05:30,1453.754634411621,20.06181395488037,795.6669211769612,0.007998787117291439,Long,Closed,55,0.7998787117291439
56,RELIANCE.NS,68,2025-06-20 14:10:00+05:30,1454.5454644165038,19.781818316064452,2025-06-23 09:15:00+05:30,1451.300048828125,19.737680664062502,-260.20775898988666,-0.002630776957228211,Long,Closed,56,-0.2630776957228211
57,RELIANCE.NS,68,2025-06-23 09:20:00+05:30,1451.4451788330077,19.739654432128905,2025-06-23 10:15:00+05:30,1447.7552344116211,19.68947118799805,-290.3453462744239,-0.0029417470024383843,Long,Closed,57,-0.2941747002438384
58,RELIANCE.NS,68,2025-06-23 12:25:00+05:30,1454.3453711669922,19.779097047871097,2025-06-24 13:15:00+05:30,1461.2538844116211,19.87305282799805,430.1267507588902,0.004349306236961777,Long,Closed,58,0.43493062369617774
59,RELIANCE.NS,68,2025-06-25 10:00:00+05:30,1467.346671166992,19.955914727871093,2025-06-25 13:30:00+05:30,1467.453215588379,19.957363732001955,-32.66825780557317,-0.00032740426335804685,Long,Closed,59,-0.032740426335804686
60,RELIANCE.NS,67,2025-06-26 09:30:00+05:30,1475.8475211669922,19.776356783637695,2025-06-27 15:25:00+05:30,1513.8486,20.285571240000003,2506.010353787894,0.02534349861508652,Long,Closed,60,2.5343498615086517
61,RELIANCE.NS,66,2025-07-01 09:50:00+05:30,1514.65145,19.99339914,2025-07-02 09:35:00+05:30,1522.34775,20.0949903,467.8674105599961,0.004680218779046454,Long,Closed,61,0.4680218779046454
62,RELIANCE.NS,65,2025-07-03 09:15:00+05:30,1516.051614416504,19.708670987414553,2025-07-03 13:50:00+05:30,1526.6473688232422,19.84641579470215,649.1689496558665,0.006587648148070553,Long,Closed,62,0.6587648148070553
63,RELIANCE.NS,65,2025-07-04 10:55:00+05:30,1525.3524711669922,19.829582125170898,2025-07-04 12:55:00+05:30,1521.8478,19.7840214,-267.41722937965983,-0.002697154460357597,Long,Closed,63,-0.2697154460357597
64,RELIANCE.NS,65,2025-07-04 14:55:00+05:30,1524.3523711669923,19.816580825170902,2025-07-08 09:40:00+05:30,1535.34645,19.95950385,674.8390394703226,0.00681085244143779,Long,Closed,64,0.681085244143779
65,RELIANCE.NS,64,2025-07-08 12:05:00+05:30,1540.754035583496,19.72165165546875,2025-07-08 13:15:00+05:30,1533.5465811767579,19.6293962390625,-500.6281299257747,-0.0050769391800605315,Long,Closed,65,-0.5076939180060531
