Symbol,Side,EntryTime,EntryPrice,ExitTime,ExitPrice,Qty,Exposure,BuyTurnover,SellTurnover,GrossPnL,NetPnL,ReturnPctNet_on_Exposure,ReturnPctNet_on_Equity,ExitReason,CapitalBefore,CapitalAfter,Brokerage,STT,StampDuty,ExchangeFees,SEBI,IPFT,GST,TotalCharges
ADANIENT.NS,short,2025-08-20 11:45:00+05:30,2382.60009765625,2025-08-20 15:15:00+05:30,2391.0,209,497963.42041015625,497963.42041015625,499719.0,-1755.57958984375,-1979.9675510739169,-0.39761305146532294,-1.979967551073917,EOD,100000.0,98020.03244892608,40.0,124.92975,14.938902612304688,29.631167886181643,0.9976824204101562,0.9976824204101562,12.892775890860351,224.38796123016695
ADANIENT.NS,short,2025-09-11 12:45:00+05:30,2391.699951171875,2025-09-11 15:15:00+05:30,2398.800048828125,204,487906.7900390625,487906.7900390625,489355.2099609375,-1448.419921875,-1669.1513904384062,-0.34210456269829154,-1.7028676166865455,EOD,98020.03244892608,96350.88105848768,40.0,122.33880249023437,14.637203701171876,29.0246814,0.977262,0.977262,12.776256971999997,220.73146856340622
ADANIENT.NS,long,2025-09-29 12:30:00+05:30,2520.89990234375,2025-09-29 12:30:00+05:30,2515.5,191,481491.88134765625,481491.88134765625,480460.5,-1031.38134765625,-1249.1240198733701,-0.2594278467120099,-1.2964323793937254,SL,96350.88105848768,95101.7570386143,40.0,120.115125,14.444756440429687,28.56998572602539,0.9619523813476563,0.9619523813476563,12.688900287969727,217.74267221712012
ADANIENT.NS,long,2025-09-29 13:00:00+05:30,2521.39990234375,2025-09-29 13:15:00+05:30,2547.0926339285716,188,474023.181640625,474023.181640625,478853.4151785715,4830.233537946453,4613.456186721973,0.9732553945472668,4.851073555716499,TP,95101.7570386143,99715.21322533628,40.0,119.71335379464287,14.22069544921875,28.300434925530134,0.9528765968191965,0.9528765968191965,12.637113861450334,216.7773512244805
ADANIENT.NS,long,2025-10-27 11:00:00+05:30,2495.300048828125,2025-10-27 12:00:00+05:30,2493.0,199,496564.7097167969,496564.7097167969,496107.0,-457.709716796875,-680.9652860620454,-0.13713525603750953,-0.682910123777403,SL,99715.21322533628,99034.24793927424,40.0,124.02675,14.896941291503907,29.48234977858887,0.9926717097167969,0.9926717097167969,12.864184775644045,223.25556926517044
ADANIENT.NS,short,2025-11-07 14:00:00+05:30,2390.0,2025-11-07 15:00:00+05:30,2364.3072684151784,207,494730.0,494730.0,489411.60456194193,5318.395438058063,5097.187836057333,1.0302968965005825,5.146894071617349,TP,99034.24793927424,104131.43577533157,40.0,122.35290114048549,14.8419,29.229005655489676,0.9841416045619419,0.9841416045619419,12.81551199563044,221.2076020007295
ADANIPORTS.NS,short,2025-09-11 10:15:00+05:30,1415.0,2025-09-11 11:45:00+05:30,1401.2857404436384,353,499495.0,499495.0,494653.86637660436,4841.133623395659,4618.098174305825,0.9245534338293325,4.618098174305825,TP,100000.0,104618.09817430582,40.0,123.66346659415109,14.98485,29.526221331385152,0.9941488663766044,0.9941488663766044,12.872613431544906,223.03544908983434
ADANIPORTS.NS,short,2025-09-19 14:00:00+05:30,1442.4000244140625,2025-09-19 14:00:00+05:30,1428.6857648577009,362,522148.8088378906,522148.8088378906,517184.2468784877,4964.561959402914,4733.524141136028,0.9065469576902981,4.524574833361462,TP,104618.09817430582,109351.62231544185,40.0,129.29606171962192,15.664464265136719,30.868191754776436,1.0393330557163782,1.0393330557163782,13.130434415917655,231.0378182668855
ADANIPORTS.NS,long,2025-09-26 14:45:00+05:30,1397.0,2025-09-26 14:45:00+05:30,1394.0999755859375,391,546227.0,546227.0,545093.0904541016,-1133.9095458984375,-1374.591547815489,-0.25165206916089633,-1.2570380929971618,SL,109351.62231544185,107977.03076762636,40.0,136.2732726135254,16.38681,32.41220668648681,1.0913200904541016,1.0913200904541016,13.427072436131104,240.6820019170515
APOLLOHOSP.NS,long,2025-08-26 10:00:00+05:30,7816.5,2025-08-26 10:30:00+05:30,7783.5,63,492439.5,492439.5,490360.5,-2079.0,-2300.3259268,-0.4671286374874477,-2.3003259268000003,SL,100000.0,97699.6740732,40.0,122.590125,14.773185,29.18916,0.9828,0.9828,12.807856799999998,221.32592680000002
APOLLOHOSP.NS,short,2025-09-03 11:30:00+05:30,7726.0,2025-09-03 13:45:00+05:30,7743.5,63,486738.0,486738.0,487840.5,-1102.5,-1322.717348371,-0.27175140391154995,-1.3538605537004904,SL,97699.6740732,96376.956724829,40.0,121.960125,14.60214,28.94498145,0.9745784999999999,0.9745784999999999,12.760944921000002,220.217348371
APOLLOHOSP.NS,short,2025-09-11 09:30:00+05:30,7900.0,2025-09-11 15:15:00+05:30,7885.0,60,474000.0,474000.0,473100.0,900.0,684.8777774,0.14448898257383966,0.7106239921596935,EOD,96376.956724829,97061.834502229,40.0,118.275,14.22,28.12887,0.9470999999999999,0.9470999999999999,12.604152600000003,215.12222260000001
APOLLOHOSP.NS,long,2025-09-15 10:15:00+05:30,7827.0,2025-09-15 12:15:00+05:30,7797.5,62,485274.0,485274.0,483445.0,-1829.0,-2047.8553729139999,-0.4219998130775603,-2.1098461443843526,SL,97061.834502229,95013.979129315,40.0,120.86125,14.55822,28.7709543,0.968719,0.968719,12.727510613999996,218.855372914
APOLLOHOSP.NS,long,2025-09-22 11:45:00+05:30,7747.5,2025-09-22 13:00:00+05:30,7735.0,61,472597.5,472597.5,471835.0,-762.5,-977.1641170949999,-0.2067645548474124,-1.0284424734649513,SL,95013.979129315,94036.81501222,40.0,117.95875000000001,14.177925,28.049645249999998,0.9444325,0.9444325,12.588931845000001,214.664117095
APOLLOHOSP.NS,long,2025-09-22 15:00:00+05:30,7717.5,2025-09-22 15:15:00+05:30,7739.0,60,463050.0,463050.0,464340.0,1290.0,1078.13354966,0.23283307410862758,1.1465015584799394,EOD,94036.81501222,95114.94856188,40.0,116.08500000000001,13.8915,27.543483000000002,0.9273899999999999,0.9273899999999999,12.491687340000002,211.86645034000003
APOLLOHOSP.NS,long,2025-09-23 10:45:00+05:30,7697.5,2025-09-23 15:15:00+05:30,7684.0,61,469547.5,469547.5,468724.0,-823.5,-1037.064408729,-0.22086464281654145,-1.0903274663017932,EOD,95114.94856188,94077.884153151,40.0,117.181,14.086425,27.86666355,0.9382714999999999,0.9382714999999999,12.553777178999999,213.564408729
APOLLOHOSP.NS,long,2025-09-26 09:45:00+05:30,7569.0,2025-09-26 14:45:00+05:30,7524.5,62,469278.0,469278.0,466519.0,-2759.0,-2971.912512582,-0.6332946595796095,-3.1589916581711943,SL,94077.884153151,91105.971640569,40.0,116.62975,14.07834,27.7931709,0.935797,0.935797,12.539657681999998,212.91251258200003
APOLLOHOSP.NS,short,2025-10-15 11:45:00+05:30,7822.5,2025-10-15 13:15:00+05:30,7835.0,58,453705.0,453705.0,454430.0,-725.0,-933.38834781,-0.2057258235659735,-1.0245084169591,SL,91105.971640569,90172.583292759,40.0,113.6075,13.61115,26.9716095,0.9081349999999999,0.9081349999999999,12.38181831,208.38834781
APOLLOHOSP.NS,short,2025-10-23 11:00:00+05:30,8080.0,2025-10-23 12:15:00+05:30,8032.0,55,444400.0,444400.0,441760.0,2640.0,2435.88029904,0.5481278800720072,2.701353571219696,TP,90172.583292759,92608.463591799,40.0,110.44,13.332,26.318952,0.88616,0.88616,12.256428960000001,204.11970095999996
APOLLOHOSP.NS,long,2025-11-07 12:00:00+05:30,7649.5,2025-11-07 12:30:00+05:30,7697.5,60,458970.0,458970.0,461850.0,2880.0,2669.12420708,0.5815465514260192,2.8821601218275323,TP,92608.463591799,95277.58779887899,40.0,115.4625,13.7691,27.348354,0.92082,0.92082,12.454198920000001,210.87579292
ASIANPAINT.NS,long,2025-09-26 10:00:00+05:30,2377.0,2025-09-26 10:30:00+05:30,2364.10009765625,210,499170.0,499170.0,496461.0205078125,-2708.9794921875,-2932.5124212675682,-0.587477697230917,-2.9325124212675684,SL,100000.0,97067.48757873243,40.0,124.11525512695313,14.975100000000001,29.570241309082032,0.9956310205078125,0.9956310205078125,12.88107060301758,223.53292908006833
ASIANPAINT.NS,long,2025-09-29 09:45:00+05:30,2350.699951171875,2025-09-29 15:15:00+05:30,2342.60009765625,206,484244.18994140625,484244.18994140625,482575.6201171875,-1668.56982421875,-1887.1059167613407,-0.38970130276414494,-1.9441174010305868,EOD,97067.48757873243,95180.38166197109,40.0,120.64390502929687,14.527325698242187,28.714548358740235,0.9668198100585937,0.9668198100585937,12.716673836194335,218.5360925425908
AXISBANK.NS,short,2025-09-17 10:00:00+05:30,1125.0999755859375,2025-09-17 14:45:00+05:30,1126.0,444,499544.38916015625,499544.38916015625,499944.0,-399.61083984375,-624.1700342034794,-0.12494786204141863,-0.6241700342034794,SL,100000.0,99375.82996579653,40.0,124.986,14.986331674804688,29.68480515805664,0.9994883891601563,0.9994883891601563,12.903080748547852,224.55919435972947
AXISBANK.NS,short,2025-09-24 09:30:00+05:30,1162.199951171875,2025-09-24 15:15:00+05:30,1159.0,427,496259.3791503906,496259.3791503906,494893.0,1366.379150390625,1143.4930731216139,0.23042246074609302,1.1506752431805447,EOD,99375.82996579653,100519.32303891814,40.0,123.72325000000001,14.88778137451172,29.4372256607666,0.9911523791503906,0.9911523791503906,12.85551547543213,222.8860772690112
AXISBANK.NS,short,2025-10-03 10:30:00+05:30,1178.199951171875,2025-10-03 15:15:00+05:30,1181.5,426,501913.17919921875,501913.17919921875,503319.0,-1405.82080078125,-1631.5096610523526,-0.3250581432540499,-1.623080629403642,SL,100519.32303891814,98887.8133778658,40.0,125.82975,15.057395375976563,29.855395722216798,1.0052321791992187,1.0052321791992187,12.935854814510744,225.68886027110256
AXISBANK.NS,long,2025-10-09 13:30:00+05:30,1166.5999755859375,2025-10-09 15:15:00+05:30,1169.9000244140625,423,493471.78967285156,493471.78967285156,494867.71032714844,1395.920654296875,1173.2297456879023,0.2377501146449928,1.1864250058850103,EOD,98887.8133778658,100061.0431235537,40.0,123.71692758178712,14.804153690185547,29.353683150000002,0.9883394999999999,0.9883394999999999,12.839465186999997,222.69090860897265
AXISBANK.NS,short,2025-10-16 10:15:00+05:30,1193.699951171875,2025-10-16 11:30:00+05:30,1200.0,419,500160.2795410156,500160.2795410156,502800.0,-2639.720458984375,-2865.1419995871165,-0.5728447693240224,-2.8633940943922473,SL,100061.0431235537,97195.90112396659,40.0,125.7,15.004808386230469,29.787920302368164,1.0029602795410155,1.0029602795410155,12.922891355061035,225.4215406027417
BAJAJ-AUTO.NS,long,2025-08-22 10:30:00+05:30,8603.5,2025-08-22 11:45:00+05:30,8643.25,58,499003.0,499003.0,501308.5,2305.5,2080.5851330309997,0.4169484217591878,2.0805851330309997,TP,100000.0,102080.585133031,40.0,125.32712500000001,14.97009,29.709251549999998,1.0003115,1.0003115,12.907777418999999,224.91486696900006
BAJAJ-AUTO.NS,short,2025-08-26 11:45:00+05:30,8786.0,2025-08-26 15:00:00+05:30,8746.25,58,509588.0,509588.0,507282.5,2305.5,2078.154677077,0.4078107563516017,2.035798163155861,TP,102080.585133031,104158.739810108,40.0,126.820625,15.28764,30.20105385,1.0168705,1.0168705,13.002263072999996,227.34532292300003
BAJAJ-AUTO.NS,long,2025-08-29 10:00:00+05:30,8615.5,2025-08-29 10:15:00+05:30,8655.25,60,516930.0,516930.0,519315.0,2385.0,2153.70156953,0.416633116578647,2.0677108550433863,TP,104158.739810108,106312.44137963801,40.0,129.82875,15.507900000000001,30.7764765,1.0362449999999999,1.0362449999999999,13.112813969999998,231.29843047000003
BAJAJ-AUTO.NS,short,2025-09-02 12:15:00+05:30,9066.5,2025-09-02 13:15:00+05:30,9082.0,58,525857.0,525857.0,526756.0,-899.0,-1133.038751878,-0.21546518385758867,-1.0657630820761215,SL,106312.44137963801,105179.40262776,40.0,131.689,15.77571,31.2626061,1.052613,1.052613,13.206209777999996,234.038751878
BAJAJ-AUTO.NS,short,2025-10-07 14:30:00+05:30,8880.5,2025-10-07 14:30:00+05:30,8892.5,59,523949.5,523949.5,524657.5,-708.0,-941.307053442,-0.1796560648386915,-0.8949537931617427,SL,105179.40262776,104238.09557431801,40.0,131.164375,15.718485000000001,31.1436279,1.0486069999999998,1.0486069999999998,13.183351542,233.307053442
BAJFINANCE.NS,short,2025-08-21 13:30:00+05:30,899.4500122070312,2025-08-21 14:00:00+05:30,901.0,555,499194.75677490234,499194.75677490234,500055.0,-860.2432250976562,-1084.8107542028254,-0.21731212907991135,-1.0848107542028254,SL,100000.0,98915.18924579717,40.0,125.01375,14.975842703247071,29.6777177762146,0.9992497567749024,0.9992497567749024,12.90171911215759,224.5675291051691
BAJFINANCE.NS,long,2025-09-26 12:00:00+05:30,1001.2000122070312,2025-09-26 12:15:00+05:30,997.1500244140625,493,493591.6060180664,493591.6060180664,491594.9620361328,-1996.6439819335938,-2218.402359387804,-0.4494408600835498,-2.2427317546501713,SL,98915.18924579717,96696.78688640936,40.0,122.8987405090332,14.807748180541992,29.26004107120972,0.9851865680541991,0.9851865680541991,12.821474557317261,221.75837745421052
BAJFINANCE.NS,short,2025-10-07 09:45:00+05:30,1021.0,2025-10-07 15:15:00+05:30,1018.0,473,482933.0,482933.0,481514.0,1419.0,1200.857405518,0.24865921473951874,1.2418793262786059,EOD,96696.78688640936,97897.64429192737,40.0,120.3785,14.48799,28.6440759,0.9644469999999999,0.9644469999999999,12.703134582000002,218.142594482
BAJFINANCE.NS,short,2025-10-14 09:30:00+05:30,1032.0999755859375,2025-10-14 10:15:00+05:30,1024.1499546595983,474,489215.3884277344,489215.3884277344,485447.0785086496,3768.3099190847906,3548.613463566574,0.7253683239546677,3.624820075327586,TP,97897.64429192737,101446.25775549395,40.0,121.3617696271624,14.676461652832032,28.947475268010606,0.9746624669363839,0.9746624669363839,12.761424036339005,219.69645551821682
BAJFINANCE.NS,short,2025-11-10 12:30:00+05:30,1079.9000244140625,2025-11-10 14:15:00+05:30,1082.300048828125,469,506473.1114501953,506473.1114501953,507598.7229003906,-1125.6114501953125,-1352.837695299634,-0.26710948019057223,-1.3335511089627843,SL,101446.25775549395,100093.42006019432,40.0,126.89968072509765,15.19419334350586,30.1179334802124,1.014071834350586,1.014071834350586,12.986293886804443,227.22624510432152
BAJAJFINSV.NS,long,2025-08-20 11:15:00+05:30,1959.0,2025-08-20 11:45:00+05:30,1950.699951171875,255,499545.0,499545.0,497428.4875488281,-2116.512451171875,-2340.3487133343333,-0.46849607409429245,-2.3403487133343335,SL,100000.0,97659.65128666567,40.0,124.35712188720703,14.98635,29.610112580200195,0.9969734875488281,0.9969734875488281,12.888730719953612,223.83626216245844
BAJAJFINSV.NS,long,2025-08-25 11:00:00+05:30,1958.199951171875,2025-08-25 11:00:00+05:30,1955.199951171875,249,487591.7878417969,487591.7878417969,486844.7878417969,-747.0,-966.9887251457236,-0.19831932146065406,-0.9901619680243063,SL,97659.65128666567,96692.66256151994,40.0,121.71119696044921,14.627753635253907,28.940766297802735,0.9744365756835937,0.9744365756835937,12.760135100850588,219.98872514572363
BAJAJFINSV.NS,long,2025-09-17 14:30:00+05:30,2060.0,2025-09-17 15:00:00+05:30,2057.0,234,482040.0,482040.0,481338.0,-702.0,-920.031817468,-0.1908621312480292,-0.9515011719556663,SL,96692.66256151994,95772.63074405194,40.0,120.3345,14.4612,28.6123266,0.963378,0.963378,12.697034868000003,218.03181746799999
BAJAJFINSV.NS,long,2025-11-03 09:45:00+05:30,2085.699951171875,2025-11-03 10:00:00+05:30,2098.4712437220983,229,477625.2888183594,477625.2888183594,480549.9148123605,2924.625994001131,2707.1182549664795,0.5667870438066346,2.8266094748938575,TP,95772.63074405194,98479.74899901843,40.0,120.13747870309012,14.328758664550781,28.457803547832377,0.9581752036307197,0.9581752036307197,12.667347711916886,217.50773903465162
BAJAJFINSV.NS,short,2025-11-10 10:45:00+05:30,2102.10009765625,2025-11-10 11:00:00+05:30,2110.300048828125,234,491891.4228515625,491891.4228515625,493810.21142578125,-1918.78857421875,-2141.0690250925204,-0.43527268938345126,-2.1741211232309916,SL,98479.74899901843,96338.6799739259,40.0,123.45255285644531,14.756742685546875,29.27533853803711,0.9857016342773437,0.9857016342773437,12.824413525186525,222.28045087377052
BEL.NS,short,2025-09-04 10:15:00+05:30,379.1499938964844,2025-09-04 11:15:00+05:30,375.6785692487444,1318,499719.6919555664,499719.6919555664,495144.3542698451,4575.337685721293,4352.146121882058,0.8709174747248178,4.352146121882058,TP,100000.0,104352.14612188206,40.0,123.78608856746128,14.991590758666993,29.547462172894722,0.9948640462254116,0.9948640462254116,12.8766942477622,223.191563839236
BEL.NS,long,2025-09-26 14:45:00+05:30,396.8500061035156,2025-09-26 15:15:00+05:30,396.3500061035156,1314,521460.90802001953,521460.90802001953,520803.90802001953,-657.0,-889.0317619543991,-0.1704886690989055,-0.8519535007128848,EOD,104352.14612188206,103463.11435992767,40.0,130.2009770050049,15.643827240600586,30.95526503638916,1.042264816040039,1.042264816040039,13.147163040324466,232.0317619543992
BEL.NS,short,2025-10-23 09:45:00+05:30,420.8999938964844,2025-10-23 15:15:00+05:30,418.3999938964844,1229,517286.0924987793,517286.0924987793,514213.5924987793,3072.5,2842.643741883323,0.5495302856784288,2.7474948530877668,EOD,103463.11435992767,106305.75810181099,40.0,128.55339812469484,15.51858277496338,30.635540644427493,1.0314996849975586,1.0314996849975586,13.085737202596068,229.8562581166769
BEL.NS,short,2025-11-10 10:30:00+05:30,417.6000061035156,2025-11-10 12:00:00+05:30,414.12858145577565,1272,531187.2077636719,531187.2077636719,526771.5556117466,4415.652151925255,4181.249641286587,0.7871517951062647,3.9332296913607694,TP,106305.75810181099,110487.00774309758,40.0,131.69288890293666,15.935616232910156,31.42137527224993,1.0579587633754184,1.0579587633754184,13.23671270382014,234.40251063866768
BHARTIARTL.NS,long,2025-08-28 10:15:00+05:30,1897.9000244140625,2025-08-28 10:15:00+05:30,1893.0,263,499147.70642089844,499147.70642089844,497859.0,-1288.7064208984375,-1512.6396349514446,-0.3030444927409794,-1.5126396349514446,SL,100000.0,98487.36036504856,40.0,124.46475000000001,14.974431192626954,29.611099180700684,0.9970067064208984,0.9970067064208984,12.888920266837648,223.9332140530071
BHARTIARTL.NS,long,2025-09-03 10:15:00+05:30,1874.9000244140625,2025-09-03 10:15:00+05:30,1872.199951171875,262,491223.8063964844,491223.8063964844,490516.38720703125,-707.419189453125,-928.7079741287105,-0.18906005002923595,-0.9429717383899879,SL,98487.36036504856,97558.65239091984,40.0,122.62909680175781,14.736714191894531,29.157683750024415,0.9817401936035156,0.9817401936035156,12.80180954470166,221.28878467558542
BHARTIARTL.NS,short,2025-09-11 13:45:00+05:30,1902.0,2025-09-11 13:45:00+05:30,1905.0,256,486912.0,486912.0,487680.0,-768.0,-988.182948352,-0.20294898222923238,-1.0129116425187255,SL,97558.65239091984,96570.46944256785,40.0,121.92,14.60736,28.9453824,0.9745919999999999,0.9745919999999999,12.761021952,220.182948352
BHARTIARTL.NS,short,2025-09-11 15:00:00+05:30,1909.800048828125,2025-09-11 15:00:00+05:30,1914.9000244140625,252,481269.6123046875,481269.6123046875,482554.80615234375,-1285.19384765625,-1503.5234537602803,-0.31240772642184045,-1.556918447677685,SL,96570.46944256785,95066.94598880757,40.0,120.63870153808594,14.438088369140626,28.625585228173826,0.9638244184570312,0.9638244184570312,12.699582131715824,218.32960610403026
BHARTIARTL.NS,short,2025-09-17 10:00:00+05:30,1938.0999755859375,2025-09-17 10:45:00+05:30,1941.199951171875,245,474834.4940185547,474834.4940185547,475593.9880371094,-759.4940185546875,-975.3892781842957,-0.20541668528112053,-1.0260025375161734,SL,95066.94598880757,94091.55671062326,40.0,118.89849700927735,14.245034820556642,28.22772591705322,0.950428482055664,0.950428482055664,12.62314491860962,215.89525962960815
BHARTIARTL.NS,short,2025-11-03 14:45:00+05:30,2069.39990234375,2025-11-03 15:15:00+05:30,2077.0,227,469753.77783203125,469753.77783203125,471479.0,-1725.22216796875,-1939.592284591296,-0.41289551593235535,-2.0613882397083447,SL,94091.55671062326,92151.96442603196,40.0,117.86975,14.092613334960937,27.954613501611327,0.9412327778320312,0.9412327778320312,12.570674230309569,214.3701166225459
BHARTIARTL.NS,short,2025-11-12 13:30:00+05:30,2069.199951171875,2025-11-12 13:30:00+05:30,2072.0,222,459362.38916015625,459362.38916015625,459984.0,-621.61083984375,-831.9767825514796,-0.18111556413501054,-0.902831304501692,SL,92151.96442603196,91319.98764348048,40.0,114.99600000000001,13.780871674804688,27.30458775805664,0.9193463891601562,0.9193463891601562,12.44579049654785,210.36594270772952
CIPLA.NS,long,2025-08-20 10:45:00+05:30,1539.0999755859375,2025-08-20 12:15:00+05:30,1550.414271763393,324,498668.39208984375,498668.39208984375,502334.2240513393,3665.8319614955462,3440.644849860639,0.6899664996695334,3.440644849860639,TP,100000.0,103440.64484986063,40.0,125.58355601283483,14.960051762695313,29.72977769939314,1.0010026161411831,1.0010026161411831,12.91172092770159,225.18711163490727
CIPLA.NS,short,2025-08-25 10:45:00+05:30,1599.0999755859375,2025-08-25 13:00:00+05:30,1604.5,323,516509.2921142578,516509.2921142578,518253.5,-1744.2078857421875,-1975.1728765074413,-0.3824080043985947,-1.9094746357916796,SL,103440.64484986063,101465.4719733532,40.0,129.563375,15.495278763427734,30.732454925793455,1.0347627921142577,1.0347627921142577,13.104356491803959,230.9649907652537
