Symbol,Entry,Exit,Qty,Netâ‚¹,Short?
ITC.NS,416.5997596117195,416.5553042948441,159,-96.15937700817184,False
ITC.NS,416.5553042948441,416.45055448952394,159,-105.73869864720028,False
ITC.NS,416.45055448952394,416.5492625016637,159,-73.38860189010833,False
ITC.NS,416.5492625016637,416.59330931353566,159,-82.08691043581607,False
ITC.NS,416.59330931353566,416.44089085555,159,-113.31943942396677,False
ITC.NS,416.44089085555,416.54968888303273,158,-71.62920975053498,False
ITC.NS,416.54968888303273,416.55683354734873,158,-87.6962340576788,False
ITC.NS,416.55683354734873,416.3444507146135,158,-122.37132413185375,False
ITC.NS,416.85556149241773,416.89486158673833,158,-95.06667758625738,True
ITC.NS,416.50516282732417,416.5979929969179,157,-73.98713730670795,False
ITC.NS,416.9020070030821,416.8537743483755,157,-81.02134835811145,True
ITC.NS,416.6462256516245,416.7500061035156,157,-72.28249346802662,False
ITC.NS,416.95000610351565,418.2499938964844,157,-292.76366046249376,True
ITC.NS,418.04999389648435,418.15,156,-72.84984381766841,False
ITC.NS,418.15,418.29999389648435,156,-65.0640809285434,False
ITC.NS,418.29999389648435,418.1999877929687,155,-103.70201774242986,False
ITC.NS,418.1999877929687,418.34339938082786,155,-65.97440310045945,False
ITC.NS,418.34339938082786,418.5346442535967,155,-58.57664713591332,False
ITC.NS,418.5346442535967,418.79570430704615,155,-47.77746386994482,False
ITC.NS,418.79570430704615,418.8428967406253,154,-80.72436328406698,False
ITC.NS,418.8428967406253,418.9,154,-79.20317518706247,False
ITC.NS,418.9,419.5361163914244,154,9.931088180693976,False
ITC.NS,419.5361163914244,418.79999389648435,154,-201.38883014180067,False
ITC.NS,418.79999389648435,418.50364225477205,154,-133.61383848911248,False
ITC.NS,418.50364225477205,418.79999389648435,153,-42.36910730378896,False
ITC.NS,418.79999389648435,418.7500061035156,153,-95.37096052811874,False
ITC.NS,418.7500061035156,417.9071909405849,153,-216.63035202364765,False
ITC.NS,417.9071909405849,418.1999877929687,153,-42.8551023767079,False
ITC.NS,418.1999877929687,418.3322391962659,153,-67.43912101735252,False
ITC.NS,418.86777301076535,418.35019940671776,152,-8.770825947712268,True
ITC.NS,418.04982500734474,418.1000122070312,152,-79.76221804794233,False
ITC.NS,418.1000122070312,418.05877452549305,152,-93.65923016478145,False
ITC.NS,418.05877452549305,418.15,152,-73.52723317677798,False
ITC.NS,418.15,417.54999389648435,152,-178.56997780740127,False
ITC.NS,417.54999389648435,417.3500122070312,152,-117.72781437504872,False
ITC.NS,417.5500122070313,417.2078970984146,151,-35.40041394771483,True
ITC.NS,416.7921029015854,416.78176394394944,152,-88.83837646246329,False
ITC.NS,417.21823605605056,417.2499938964844,151,-91.84139702874043,True
ITC.NS,417.04999389648435,417.1000122070312,151,-79.47800300176552,False
ITC.NS,417.1000122070312,417.2514880952381,151,-64.1675301484886,False
ITC.NS,417.7485119047619,417.1359405234756,151,5.4324407753464214,True
ITC.NS,416.66404726949315,417.04518694857467,151,-29.45762943996766,False
ITC.NS,417.04518694857467,417.4499877929687,151,-25.922322236797612,False
ITC.NS,417.6499877929688,417.9852534331548,150,-137.1272844967014,True
ITC.NS,417.71475877387644,416.84343501800083,150,-217.4849132898457,False
ITC.NS,416.84343501800083,416.7527258059491,150,-100.34709874066311,False
ITC.NS,416.7527258059491,416.8159522225587,150,-77.25545082530357,False
ITC.NS,417.0840721915038,417.626877046404,149,-167.40756177054743,True
ITC.NS,416.873122953596,416.8054430919213,149,-96.56529428525332,False
ITC.NS,416.8054430919213,417.47921208938436,149,13.882028215962436,False
ITC.NS,417.7208001176469,417.2741031666475,148,-20.16782179841224,True
ITC.NS,416.7258968333525,416.94067961524917,149,-54.47779547120121,False
ITC.NS,416.94067961524917,416.8190009072223,148,-104.2296091204469,False
ITC.NS,417.0810235068402,416.4999938964844,148,-0.22041630712845972,True
ITC.NS,416.29999389648435,416.3500122070312,148,-78.76651600191587,False
ITC.NS,416.3500122070312,416.5000061035156,148,-63.97949014407261,False
ITC.NS,416.70000610351565,416.71104495723006,148,-87.83859431857756,True
ITC.NS,415.9889672498012,415.5453355185141,148,-151.7745056617181,False
ITC.NS,415.5453355185141,415.77372618088845,148,-52.305117806129296,False
ITC.NS,415.77372618088845,415.6660695217799,147,-101.675192371831,False
ITC.NS,416.13391827118886,416.0028451827141,147,-66.61431817772792,True
ITC.NS,415.29714261025464,415.47798434567903,147,-59.235031101238796,False
ITC.NS,415.7220278613522,415.2499938964844,147,-16.43892607163246,True
ITC.NS,415.04999389648435,414.8500122070312,147,-115.17539437113265,False
ITC.NS,415.0500122070313,415.5656650125974,147,-161.6123165704523,True
ITC.NS,415.0343105733401,414.65,146,-141.61503532378435,False
ITC.NS,414.85,414.95000610351565,146,-100.11192427587444,True
ITC.NS,414.7500061035156,414.6999877929687,146,-92.79754679025055,False
ITC.NS,414.8999877929688,414.4999938964844,146,-27.093455550301677,True
ITC.NS,414.29999389648435,414.1752080668123,146,-103.668599417666,False
ITC.NS,414.524804140219,414.4038728873497,146,-67.81484185505366,True
ITC.NS,413.5961271126503,414.15927642863466,146,-3.1968357813633403,False
ITC.NS,414.15927642863466,414.5000061035156,145,-35.79052063257437,False
ITC.NS,414.70000610351565,414.6912215665818,145,-83.95612734696911,True
ITC.NS,413.7088028474807,414.5595795599325,145,38.18422366871447,False
ITC.NS,414.9404204400675,415.405830753354,145,-152.7581711028763,True
ITC.NS,415.094169246646,415.0097711697731,144,-97.15338767704341,False
ITC.NS,415.0097711697731,415.14403930070705,144,-65.66772466276834,False
ITC.NS,415.14403930070705,414.9903801403973,144,-107.12837160139941,False
ITC.NS,414.9903801403973,414.20482851120903,144,-198.07811870646282,False
ITC.NS,414.20482851120903,414.9957610053393,144,28.935350025415296,False
ITC.NS,414.9957610053393,414.6037603046732,143,-140.77085436154323,False
ITC.NS,414.6037603046732,414.558825559483,143,-91.12066436867458,False
ITC.NS,414.558825559483,414.8818914124943,143,-38.50915600300282,False
ITC.NS,414.8818914124943,414.67083057289307,143,-114.89433794892491,False
ITC.NS,414.67083057289307,414.90800506248036,143,-50.79786674251894,False
ITC.NS,414.90800506248036,414.5754262904188,142,-131.67338594668468,False
ITC.NS,414.5754262904188,414.51148634918934,142,-93.5088666557508,False
ITC.NS,414.51148634918934,414.3981645065095,142,-100.51313688225119,False
ITC.NS,414.3981645065095,415.2669845018902,142,38.917079163793126,False
ITC.NS,415.2669845018902,414.39007095442224,142,-208.97672048710828,False
ITC.NS,414.39007095442224,414.91743315485763,141,-9.818981604628888,False
ITC.NS,414.91743315485763,414.6484783812707,141,-122.11119677749744,False
ITC.NS,414.6484783812707,414.7500061035156,141,-69.86569965028042,False
ITC.NS,414.95000610351565,414.0500122070313,141,42.73579767386866,True
ITC.NS,413.8500122070312,414.04999389648435,141,-55.91687632065211,False
ITC.NS,414.2499938964844,414.51870297802594,141,-122.04100809859307,True
ITC.NS,413.38132143603656,413.0494757433968,141,-130.83902830511792,False
ITC.NS,413.3505486706657,413.6793340552243,141,-130.43423681173425,True
ITC.NS,412.6206537377445,412.64924408785765,140,-79.73340280352707,False
ITC.NS,412.64924408785765,412.84213383339915,140,-56.741292730624856,False
ITC.NS,412.84213383339915,413.2501170854044,140,-26.65480345873364,False
ITC.NS,413.2501170854044,413.4292934868646,140,-58.71375705583816,False
ITC.NS,413.6706820990729,414.60397751160986,140,-214.53043530657962,True
ITC.NS,413.99599807432764,413.6957497398669,139,-125.31605192959638,False
ITC.NS,413.6957497398669,413.936095542029,139,-50.17083389841829,False
ITC.NS,413.936095542029,413.46582029522426,139,-148.93705306088134,False
ITC.NS,413.46582029522426,413.4924903489121,139,-79.84215744249421,False
ITC.NS,413.4924903489121,412.8589071280939,138,-170.69578846147277,False
ITC.NS,413.1410928719061,413.20260805808994,138,-91.75006381086978,True
ITC.NS,412.69741635597256,412.7205683355886,138,-80.02559742552188,False
ITC.NS,412.7205683355886,412.7679481956989,138,-76.68522786952701,False
ITC.NS,413.2320518043011,413.37815046528743,138,-103.43421323567745,True
ITC.NS,412.8218617417438,412.58474226536384,137,-115.44442720400534,False
ITC.NS,413.1152699416674,413.26988613157766,137,-104.18387073163049,True
ITC.NS,412.73011386842234,412.45050633568263,137,-121.25550063757824,False
ITC.NS,412.8494814572861,412.947672469529,137,-96.42814739655199,True
ITC.NS,412.552327530471,412.57393535149885,136,-79.74732369464682,False
ITC.NS,412.57393535149885,412.29654496356306,136,-120.40007974036938,False
ITC.NS,412.70345503643694,412.768989525019,136,-91.61356594568736,True
ITC.NS,412.3309860609185,412.4,136,-73.28309207346331,False
ITC.NS,412.6,412.65278733641793,136,-89.87050651107685,True
ITC.NS,412.44718824951957,412.7500061035156,135,-41.54767878803583,False
ITC.NS,412.7500061035156,412.2500061035156,135,-149.91967127112437,False
ITC.NS,412.45000610351565,412.32004365987393,135,-64.8649241654928,True
ITC.NS,412.07998075418857,412.1981615293149,135,-66.43444963387839,False
ITC.NS,412.1981615293149,412.04754342072465,135,-102.72091416931254,False
ITC.NS,412.04754342072465,411.9639132635454,135,-93.66754055089223,False
ITC.NS,411.9639132635454,412.2252930207778,134,-47.09954002768239,False
ITC.NS,412.2252930207778,412.5000061035156,134,-45.3355909602158,False
ITC.NS,412.70000610351565,413.5500122070313,134,-196.11257080199005,True
ITC.NS,413.3500122070312,412.8949062617292,133,-142.47934742833345,False
ITC.NS,412.8949062617292,412.9,133,-81.25386287364758,False
ITC.NS,412.9,412.78240714631096,133,-97.56644810997861,False
ITC.NS,412.78240714631096,412.2784439823195,133,-148.92755794115925,False
ITC.NS,412.2784439823195,412.4,133,-65.71742347685677,False
ITC.NS,412.4,412.55166302311096,132,-61.615474675381385,False
ITC.NS,412.84836139095154,412.0591040823302,132,22.54881589868784,True
ITC.NS,411.8409203317323,411.82970280659697,132,-83.06223409224174,False
ITC.NS,412.17029719340303,412.3000122070313,132,-98.73728294290896,True
ITC.NS,412.1000122070312,412.2500061035156,132,-61.810685637578274,False
ITC.NS,412.45000610351565,412.37734448443325,132,-72.03847097837098,True
ITC.NS,412.02267992962925,411.54999389648435,132,-143.9719885657667,False
ITC.NS,411.7499938964844,413.45001220703125,131,-304.08680900567947,True
